plotID,site,elevation,aspect,SoilEvap,fluxType,fluxValue
2800east2,5,2800,east,-0.0162242097674327,DayReco,-15.2308152076717
2800east2,5,2800,east,-0.0162242097674327,NightReco,-1.97052664995771
2800east2,5,2800,east,-0.0162242097674327,SoilResp,1.30492028591898
2800east2,5,2800,east,-0.0162242097674327,GPP,
2800east2,5,2800,east,-0.0162242097674327,NPP,
2800east2,5,2800,east,-0.0162242097674327,ET,
2800east2,5,2800,east,-0.0162242097674327,DayEvap,-15.2308152076717
2800east2,5,2800,east,-0.0162242097674327,NightEvap,-1.97052664995771
2800east2,5,2800,east,-0.0162242097674327,TRANS,
2800east2,5,2800,east,-0.0162242097674327,CUE,
2800east2,5,2800,east,-0.0162242097674327,WUE,
2800east1,5,2800,east,-0.00890357502102561,NEE,-2.34489450554593
2800east1,5,2800,east,-0.00890357502102561,DayReco,-8.76297825172332
2800east1,5,2800,east,-0.00890357502102561,NightReco,-5.29861182554387
2800east1,5,2800,east,-0.00890357502102561,SoilResp,1.45640539351758
2800east1,5,2800,east,-0.00890357502102561,GPP,6.41808374617738
2800east1,5,2800,east,-0.00890357502102561,NPP,4.9616783526598
2800east1,5,2800,east,-0.00890357502102561,ET,-2.34489450554593
2800east1,5,2800,east,-0.00890357502102561,DayEvap,-8.76297825172332
2800east1,5,2800,east,-0.00890357502102561,NightEvap,-5.29861182554387
2800east1,5,2800,east,-0.00890357502102561,TRANS,6.41808374617738
2800east1,5,2800,east,-0.00890357502102561,CUE,0.773077845176916
2800east1,5,2800,east,-0.00890357502102561,WUE,0.773077845176916
2600west5,4,2600,west,-0.00268974267207418,NEE,
2600west5,4,2600,west,-0.00268974267207418,DayReco,-6.27355520381723
2600west5,4,2600,west,-0.00268974267207418,NightReco,
2600west5,4,2600,west,-0.00268974267207418,SoilResp,0.708655921493805
2600west5,4,2600,west,-0.00268974267207418,GPP,
2600west5,4,2600,west,-0.00268974267207418,NPP,
2600west5,4,2600,west,-0.00268974267207418,ET,
2600west5,4,2600,west,-0.00268974267207418,DayEvap,-6.27355520381723
2600west5,4,2600,west,-0.00268974267207418,NightEvap,
2600west5,4,2600,west,-0.00268974267207418,TRANS,
2600west5,4,2600,west,-0.00268974267207418,CUE,
2600west5,4,2600,west,-0.00268974267207418,WUE,
2600west4,4,2600,west,-0.00731943900348092,NEE,3.93113967439212
2600west4,4,2600,west,-0.00731943900348092,DayReco,-5.47265846746261
2600west4,4,2600,west,-0.00731943900348092,NightReco,
2600west4,4,2600,west,-0.00731943900348092,SoilResp,0.311862962009984
2600west4,4,2600,west,-0.00731943900348092,GPP,9.40379814185474
2600west4,4,2600,west,-0.00731943900348092,NPP,9.09193517984475
2600west4,4,2600,west,-0.00731943900348092,ET,3.93113967439212
2600west4,4,2600,west,-0.00731943900348092,DayEvap,-5.47265846746261
2600west4,4,2600,west,-0.00731943900348092,NightEvap,
2600west4,4,2600,west,-0.00731943900348092,TRANS,9.40379814185474
2600west4,4,2600,west,-0.00731943900348092,CUE,0.966836489117952
2600west4,4,2600,west,-0.00731943900348092,WUE,0.966836489117952
2600west3,4,2600,west,-0.00528529108604215,NEE,3.99185247546409
2600west3,4,2600,west,-0.00528529108604215,DayReco,
2600west3,4,2600,west,-0.00528529108604215,NightReco,
2600west3,4,2600,west,-0.00528529108604215,SoilResp,0.559442555190331
2600west3,4,2600,west,-0.00528529108604215,GPP,
2600west3,4,2600,west,-0.00528529108604215,NPP,
2600west3,4,2600,west,-0.00528529108604215,ET,3.99185247546409
2600west3,4,2600,west,-0.00528529108604215,DayEvap,
2600west3,4,2600,west,-0.00528529108604215,NightEvap,
2600west3,4,2600,west,-0.00528529108604215,TRANS,
2600west3,4,2600,west,-0.00528529108604215,CUE,
2600west3,4,2600,west,-0.00528529108604215,WUE,
2600west2,4,2600,west,-0.00474428316920131,NEE,
2600west2,4,2600,west,-0.00474428316920131,DayReco,
2600west2,4,2600,west,-0.00474428316920131,NightReco,
2600west2,4,2600,west,-0.00474428316920131,SoilResp,0.293616354514056
2600west2,4,2600,west,-0.00474428316920131,GPP,
2600west2,4,2600,west,-0.00474428316920131,NPP,
2600west2,4,2600,west,-0.00474428316920131,ET,
2600west2,4,2600,west,-0.00474428316920131,DayEvap,
2600west2,4,2600,west,-0.00474428316920131,NightEvap,
2600west2,4,2600,west,-0.00474428316920131,TRANS,
2600west2,4,2600,west,-0.00474428316920131,CUE,
2600west2,4,2600,west,-0.00474428316920131,WUE,
2600west1,4,2600,west,-0.0129643544885714,NEE,2.30144996514992
2600west1,4,2600,west,-0.0129643544885714,DayReco,
2600west1,4,2600,west,-0.0129643544885714,NightReco,-5.91264811212122
2600west1,4,2600,west,-0.0129643544885714,SoilResp,0.318106514389066
2600west1,4,2600,west,-0.0129643544885714,GPP,
2600west1,4,2600,west,-0.0129643544885714,NPP,
2600west1,4,2600,west,-0.0129643544885714,ET,2.30144996514992
2600west1,4,2600,west,-0.0129643544885714,DayEvap,
2600west1,4,2600,west,-0.0129643544885714,NightEvap,-5.91264811212122
2600west1,4,2600,west,-0.0129643544885714,TRANS,
2600west1,4,2600,west,-0.0129643544885714,CUE,
2600west1,4,2600,west,-0.0129643544885714,WUE,
2600east5,4,2600,east,0.000212663277245137,NEE,
2600east5,4,2600,east,0.000212663277245137,DayReco,-24.7319009647221
2600east5,4,2600,east,0.000212663277245137,NightReco,
2600east5,4,2600,east,0.000212663277245137,SoilResp,0.83559474313848
2600east5,4,2600,east,0.000212663277245137,GPP,
2600east5,4,2600,east,0.000212663277245137,NPP,
2600east5,4,2600,east,0.000212663277245137,ET,
2600east5,4,2600,east,0.000212663277245137,DayEvap,-24.7319009647221
2600east5,4,2600,east,0.000212663277245137,NightEvap,
2600east5,4,2600,east,0.000212663277245137,TRANS,
2600east5,4,2600,east,0.000212663277245137,CUE,
2600east5,4,2600,east,0.000212663277245137,WUE,
2600east4,4,2600,east,-0.00298574812323978,NEE,
2600east4,4,2600,east,-0.00298574812323978,DayReco,-14.3657776766717
2600east4,4,2600,east,-0.00298574812323978,NightReco,-3.24015164288077
2600east4,4,2600,east,-0.00298574812323978,SoilResp,0.80949874412781
2600east4,4,2600,east,-0.00298574812323978,GPP,
2600east4,4,2600,east,-0.00298574812323978,NPP,
2600east4,4,2600,east,-0.00298574812323978,ET,
2600east4,4,2600,east,-0.00298574812323978,DayEvap,-14.3657776766717
2600east4,4,2600,east,-0.00298574812323978,NightEvap,-3.24015164288077
2600east4,4,2600,east,-0.00298574812323978,TRANS,
2600east4,4,2600,east,-0.00298574812323978,CUE,
2600east4,4,2600,east,-0.00298574812323978,WUE,
2600east3,4,2600,east,0.00159192744771635,NEE,5.62572403582294
2600east3,4,2600,east,0.00159192744771635,DayReco,-12.3768525175529
2600east3,4,2600,east,0.00159192744771635,NightReco,-4.85901349837399
2600east3,4,2600,east,0.00159192744771635,SoilResp,0.398799707236839
2600east3,4,2600,east,0.00159192744771635,GPP,18.0025765533758
2600east3,4,2600,east,0.00159192744771635,NPP,17.603776846139
2600east3,4,2600,east,0.00159192744771635,ET,5.62572403582294
2600east3,4,2600,east,0.00159192744771635,DayEvap,-12.3768525175529
2600east3,4,2600,east,0.00159192744771635,NightEvap,-4.85901349837399
2600east3,4,2600,east,0.00159192744771635,TRANS,18.0025765533758
2600east3,4,2600,east,0.00159192744771635,CUE,0.977847631640147
2600east3,4,2600,east,0.00159192744771635,WUE,0.977847631640147
2600east2,4,2600,east,0.00288970632981098,NEE,-4.37383821094377
2600east2,4,2600,east,0.00288970632981098,DayReco,-15.5118151280259
2600east2,4,2600,east,0.00288970632981098,NightReco,-10.9644703035368
2600east2,4,2600,east,0.00288970632981098,SoilResp,1.16602198760236
2600east2,4,2600,east,0.00288970632981098,GPP,11.1379769170822
2600east2,4,2600,east,0.00288970632981098,NPP,9.9719549294798
2600east2,4,2600,east,0.00288970632981098,ET,-4.37383821094377
2600east2,4,2600,east,0.00288970632981098,DayEvap,-15.5118151280259
2600east2,4,2600,east,0.00288970632981098,NightEvap,-10.9644703035368
2600east2,4,2600,east,0.00288970632981098,TRANS,11.1379769170822
2600east2,4,2600,east,0.00288970632981098,CUE,0.895311150644059
2600east2,4,2600,east,0.00288970632981098,WUE,0.895311150644059
2600east1,4,2600,east,0.00705665816197025,NEE,4.74761241210605
2600east1,4,2600,east,0.00705665816197025,DayReco,
2600east1,4,2600,east,0.00705665816197025,NightReco,-9.37441490190391
2600east1,4,2600,east,0.00705665816197025,SoilResp,0.378213785572747
2600east1,4,2600,east,0.00705665816197025,GPP,
2600east1,4,2600,east,0.00705665816197025,NPP,
2600east1,4,2600,east,0.00705665816197025,ET,4.74761241210605
2600east1,4,2600,east,0.00705665816197025,DayEvap,
2600east1,4,2600,east,0.00705665816197025,NightEvap,-9.37441490190391
2600east1,4,2600,east,0.00705665816197025,TRANS,
2600east1,4,2600,east,0.00705665816197025,CUE,
2600east1,4,2600,east,0.00705665816197025,WUE,
2400west5,3,2400,west,-0.0184633340441426,NEE,-8.60596655312758
2400west5,3,2400,west,-0.0184633340441426,DayReco,-10.5759700221991
2400west5,3,2400,west,-0.0184633340441426,NightReco,
2400west5,3,2400,west,-0.0184633340441426,SoilResp,0.967993236941923
2400west5,3,2400,west,-0.0184633340441426,GPP,1.97000346907154
2400west5,3,2400,west,-0.0184633340441426,NPP,1.00201023212962
2400west5,3,2400,west,-0.0184633340441426,ET,-8.60596655312758
2400west5,3,2400,west,-0.0184633340441426,DayEvap,-10.5759700221991
2400west5,3,2400,west,-0.0184633340441426,NightEvap,
2400west5,3,2400,west,-0.0184633340441426,TRANS,1.97000346907154
2400west5,3,2400,west,-0.0184633340441426,CUE,0.508633739920196
2400west5,3,2400,west,-0.0184633340441426,WUE,0.508633739920196
2400west4,3,2400,west,-0.0185233713149245,NEE,
2400west4,3,2400,west,-0.0185233713149245,DayReco,
2400west4,3,2400,west,-0.0185233713149245,NightReco,
2400west4,3,2400,west,-0.0185233713149245,SoilResp,1.25662670840564
2400west4,3,2400,west,-0.0185233713149245,GPP,
2400west4,3,2400,west,-0.0185233713149245,NPP,
2400west4,3,2400,west,-0.0185233713149245,ET,
2400west4,3,2400,west,-0.0185233713149245,DayEvap,
2400west4,3,2400,west,-0.0185233713149245,NightEvap,
2400west4,3,2400,west,-0.0185233713149245,TRANS,
2400west4,3,2400,west,-0.0185233713149245,CUE,
2400west4,3,2400,west,-0.0185233713149245,WUE,
2400west3,3,2400,west,-0.00881098168126798,NEE,3.17682442417697
2400west3,3,2400,west,-0.00881098168126798,DayReco,-7.39176602332118
2400west3,3,2400,west,-0.00881098168126798,NightReco,
2400west3,3,2400,west,-0.00881098168126798,SoilResp,1.36429397071835
2400west3,3,2400,west,-0.00881098168126798,GPP,10.5685904474982
2400west3,3,2400,west,-0.00881098168126798,NPP,9.2042964767798
2400west3,3,2400,west,-0.00881098168126798,ET,3.17682442417697
2400west3,3,2400,west,-0.00881098168126798,DayEvap,-7.39176602332118
2400west3,3,2400,west,-0.00881098168126798,NightEvap,
2400west3,3,2400,west,-0.00881098168126798,TRANS,10.5685904474982
2400west3,3,2400,west,-0.00881098168126798,CUE,0.870910508123502
2400west3,3,2400,west,-0.00881098168126798,WUE,0.870910508123502
2400west2,3,2400,west,-0.0244128160916116,NEE,-2.80743623858167
2400west2,3,2400,west,-0.0244128160916116,DayReco,-2.70536188949798
2400west2,3,2400,west,-0.0244128160916116,NightReco,
2400west2,3,2400,west,-0.0244128160916116,SoilResp,1.63918761010873
2400west2,3,2400,west,-0.0244128160916116,GPP,-0.10207434908369
2400west2,3,2400,west,-0.0244128160916116,NPP,-1.74126195919242
2400west2,3,2400,west,-0.0244128160916116,ET,-2.80743623858167
2400west2,3,2400,west,-0.0244128160916116,DayEvap,-2.70536188949798
2400west2,3,2400,west,-0.0244128160916116,NightEvap,
2400west2,3,2400,west,-0.0244128160916116,TRANS,-0.10207434908369
2400west2,3,2400,west,-0.0244128160916116,CUE,17.058761332534
2400west2,3,2400,west,-0.0244128160916116,WUE,17.058761332534
2400west1,3,2400,west,-0.0171353675574256,NEE,
2400west1,3,2400,west,-0.0171353675574256,DayReco,-3.89240451449874
2400west1,3,2400,west,-0.0171353675574256,NightReco,
2400west1,3,2400,west,-0.0171353675574256,SoilResp,2.05308894772806
2400west1,3,2400,west,-0.0171353675574256,GPP,
2400west1,3,2400,west,-0.0171353675574256,NPP,
2400west1,3,2400,west,-0.0171353675574256,ET,
2400west1,3,2400,west,-0.0171353675574256,DayEvap,-3.89240451449874
2400west1,3,2400,west,-0.0171353675574256,NightEvap,
2400west1,3,2400,west,-0.0171353675574256,TRANS,
2400west1,3,2400,west,-0.0171353675574256,CUE,
2400west1,3,2400,west,-0.0171353675574256,WUE,
2400east5,3,2400,east,-0.00654889403251933,NEE,
2400east5,3,2400,east,-0.00654889403251933,DayReco,-5.79436411220552
2400east5,3,2400,east,-0.00654889403251933,NightReco,-7.06065784464118
2400east5,3,2400,east,-0.00654889403251933,SoilResp,1.29045693589449
2400east5,3,2400,east,-0.00654889403251933,GPP,
2400east5,3,2400,east,-0.00654889403251933,NPP,
2400east5,3,2400,east,-0.00654889403251933,ET,
2400east5,3,2400,east,-0.00654889403251933,DayEvap,-5.79436411220552
2400east5,3,2400,east,-0.00654889403251933,NightEvap,-7.06065784464118
2400east5,3,2400,east,-0.00654889403251933,TRANS,
2400east5,3,2400,east,-0.00654889403251933,CUE,
2400east5,3,2400,east,-0.00654889403251933,WUE,
2400east4,3,2400,east,-0.00504089351451166,NEE,
2400east4,3,2400,east,-0.00504089351451166,DayReco,-13.1861924240753
2400east4,3,2400,east,-0.00504089351451166,NightReco,-4.74812214854362
2400east4,3,2400,east,-0.00504089351451166,SoilResp,1.10976727929196
2400east4,3,2400,east,-0.00504089351451166,GPP,
2400east4,3,2400,east,-0.00504089351451166,NPP,
2400east4,3,2400,east,-0.00504089351451166,ET,
2400east4,3,2400,east,-0.00504089351451166,DayEvap,-13.1861924240753
2400east4,3,2400,east,-0.00504089351451166,NightEvap,-4.74812214854362
2400east4,3,2400,east,-0.00504089351451166,TRANS,
2400east4,3,2400,east,-0.00504089351451166,CUE,
2400east4,3,2400,east,-0.00504089351451166,WUE,
2400east3,3,2400,east,0.0157087976154484,NEE,
2400east3,3,2400,east,0.0157087976154484,DayReco,-12.5531504978388
2400east3,3,2400,east,0.0157087976154484,NightReco,-5.92558179474817
2400east3,3,2400,east,0.0157087976154484,SoilResp,1.1707615989411
2400east3,3,2400,east,0.0157087976154484,GPP,
2400east3,3,2400,east,0.0157087976154484,NPP,
2400east3,3,2400,east,0.0157087976154484,ET,
2400east3,3,2400,east,0.0157087976154484,DayEvap,-12.5531504978388
2400east3,3,2400,east,0.0157087976154484,NightEvap,-5.92558179474817
2400east3,3,2400,east,0.0157087976154484,TRANS,
2400east3,3,2400,east,0.0157087976154484,CUE,
2400east3,3,2400,east,0.0157087976154484,WUE,
2400east2,3,2400,east,0.0211319051761628,NEE,
2400east2,3,2400,east,0.0211319051761628,DayReco,-16.6607416823144
2400east2,3,2400,east,0.0211319051761628,NightReco,-5.87764114011829
2400east2,3,2400,east,0.0211319051761628,SoilResp,1.2474884972141
2400east2,3,2400,east,0.0211319051761628,GPP,
2400east2,3,2400,east,0.0211319051761628,NPP,
2400east2,3,2400,east,0.0211319051761628,ET,
2400east2,3,2400,east,0.0211319051761628,DayEvap,-16.6607416823144
2400east2,3,2400,east,0.0211319051761628,NightEvap,-5.87764114011829
2400east2,3,2400,east,0.0211319051761628,TRANS,
2400east2,3,2400,east,0.0211319051761628,CUE,
2400east2,3,2400,east,0.0211319051761628,WUE,
2400east1,3,2400,east,0.0240390095265845,NEE,13.3638332319864
2400east1,3,2400,east,0.0240390095265845,DayReco,-14.2597257711279
2400east1,3,2400,east,0.0240390095265845,NightReco,-4.1335532833236
2400east1,3,2400,east,0.0240390095265845,SoilResp,1.46334990070644
2400east1,3,2400,east,0.0240390095265845,GPP,27.6235590031144
2400east1,3,2400,east,0.0240390095265845,NPP,26.1602091024079
2400east1,3,2400,east,0.0240390095265845,ET,13.3638332319864
2400east1,3,2400,east,0.0240390095265845,DayEvap,-14.2597257711279
2400east1,3,2400,east,0.0240390095265845,NightEvap,-4.1335532833236
2400east1,3,2400,east,0.0240390095265845,TRANS,27.6235590031144
2400east1,3,2400,east,0.0240390095265845,CUE,0.947025294584907
2400east1,3,2400,east,0.0240390095265845,WUE,0.947025294584907
2200west5,2,2200,west,-0.00697824925311051,NEE,5.5381544695921
2200west5,2,2200,west,-0.00697824925311051,DayReco,-6.97072185540896
2200west5,2,2200,west,-0.00697824925311051,NightReco,
2200west5,2,2200,west,-0.00697824925311051,SoilResp,1.44579652268656
2200west5,2,2200,west,-0.00697824925311051,GPP,12.5088763250011
2200west5,2,2200,west,-0.00697824925311051,NPP,11.0630798023145
2200west5,2,2200,west,-0.00697824925311051,ET,5.5381544695921
2200west5,2,2200,west,-0.00697824925311051,DayEvap,-6.97072185540896
2200west5,2,2200,west,-0.00697824925311051,NightEvap,
2200west5,2,2200,west,-0.00697824925311051,TRANS,12.5088763250011
2200west5,2,2200,west,-0.00697824925311051,CUE,0.884418353405822
2200west5,2,2200,west,-0.00697824925311051,WUE,0.884418353405822
2200west4,2,2200,west,-0.00115728633461254,NEE,8.1831684142312
2200west4,2,2200,west,-0.00115728633461254,DayReco,-4.90844444709693
2200west4,2,2200,west,-0.00115728633461254,NightReco,
2200west4,2,2200,west,-0.00115728633461254,SoilResp,0.797750274075575
2200west4,2,2200,west,-0.00115728633461254,GPP,13.0916128613281
2200west4,2,2200,west,-0.00115728633461254,NPP,12.2938625872526
2200west4,2,2200,west,-0.00115728633461254,ET,8.1831684142312
2200west4,2,2200,west,-0.00115728633461254,DayEvap,-4.90844444709693
2200west4,2,2200,west,-0.00115728633461254,NightEvap,
2200west4,2,2200,west,-0.00115728633461254,TRANS,13.0916128613281
2200west4,2,2200,west,-0.00115728633461254,CUE,0.93906401888555
2200west4,2,2200,west,-0.00115728633461254,WUE,0.93906401888555
2200west3,2,2200,west,-0.00370362794430889,NEE,6.25528693539364
2200west3,2,2200,west,-0.00370362794430889,DayReco,-12.3209605684093
2200west3,2,2200,west,-0.00370362794430889,NightReco,-5.27872514796294
2200west3,2,2200,west,-0.00370362794430889,SoilResp,0.771407418328568
2200west3,2,2200,west,-0.00370362794430889,GPP,18.576247503803
2200west3,2,2200,west,-0.00370362794430889,NPP,17.8048400854744
2200west3,2,2200,west,-0.00370362794430889,ET,6.25528693539364
2200west3,2,2200,west,-0.00370362794430889,DayEvap,-12.3209605684093
2200west3,2,2200,west,-0.00370362794430889,NightEvap,-5.27872514796294
2200west3,2,2200,west,-0.00370362794430889,TRANS,18.576247503803
2200west3,2,2200,west,-0.00370362794430889,CUE,0.958473452823524
2200west3,2,2200,west,-0.00370362794430889,WUE,0.958473452823524
2200west2,2,2200,west,-0.00667911813782864,NEE,5.04258967703463
2200west2,2,2200,west,-0.00667911813782864,DayReco,-6.99612328329932
2200west2,2,2200,west,-0.00667911813782864,NightReco,-5.95946946862686
2200west2,2,2200,west,-0.00667911813782864,SoilResp,0.946056610402979
2200west2,2,2200,west,-0.00667911813782864,GPP,12.038712960334
2200west2,2,2200,west,-0.00667911813782864,NPP,11.092656349931
2200west2,2,2200,west,-0.00667911813782864,ET,5.04258967703463
2200west2,2,2200,west,-0.00667911813782864,DayEvap,-6.99612328329932
2200west2,2,2200,west,-0.00667911813782864,NightEvap,-5.95946946862686
2200west2,2,2200,west,-0.00667911813782864,TRANS,12.038712960334
2200west2,2,2200,west,-0.00667911813782864,CUE,0.921415469118658
2200west2,2,2200,west,-0.00667911813782864,WUE,0.921415469118658
2200west1,2,2200,west,0.00146529165649727,NEE,6.48904413081078
2200west1,2,2200,west,0.00146529165649727,DayReco,-2.6258540335748
2200west1,2,2200,west,0.00146529165649727,NightReco,
2200west1,2,2200,west,0.00146529165649727,SoilResp,1.21328616299734
2200west1,2,2200,west,0.00146529165649727,GPP,9.11489816438558
2200west1,2,2200,west,0.00146529165649727,NPP,7.90161200138824
2200west1,2,2200,west,0.00146529165649727,ET,6.48904413081078
2200west1,2,2200,west,0.00146529165649727,DayEvap,-2.6258540335748
2200west1,2,2200,west,0.00146529165649727,NightEvap,
2200west1,2,2200,west,0.00146529165649727,TRANS,9.11489816438558
2200west1,2,2200,west,0.00146529165649727,CUE,0.866889773081834
2200west1,2,2200,west,0.00146529165649727,WUE,0.866889773081834
2200east5,2,2200,east,-0.0215559625994741,NEE,18.5430850823677
2200east5,2,2200,east,-0.0215559625994741,DayReco,
2200east5,2,2200,east,-0.0215559625994741,NightReco,-2.63093905034916
2200east5,2,2200,east,-0.0215559625994741,SoilResp,1.5385719826595
2200east5,2,2200,east,-0.0215559625994741,GPP,
2200east5,2,2200,east,-0.0215559625994741,NPP,
2200east5,2,2200,east,-0.0215559625994741,ET,18.5430850823677
2200east5,2,2200,east,-0.0215559625994741,DayEvap,
2200east5,2,2200,east,-0.0215559625994741,NightEvap,-2.63093905034916
2200east5,2,2200,east,-0.0215559625994741,TRANS,
2200east5,2,2200,east,-0.0215559625994741,CUE,
2200east5,2,2200,east,-0.0215559625994741,WUE,
2200east4,2,2200,east,-0.0138935769728724,NEE,7.23692358623714
2200east4,2,2200,east,-0.0138935769728724,DayReco,-7.85420373070302
2200east4,2,2200,east,-0.0138935769728724,NightReco,
2200east4,2,2200,east,-0.0138935769728724,SoilResp,1.55249112883402
2200east4,2,2200,east,-0.0138935769728724,GPP,15.0911273169402
