"","filename","site","elevation","aspect","plot","day.night","measurement","tstart","tfinish","wamb","tav","pav","cav","flux_value_original","flux_nlm","lm_rsqd","non_linear_sigma","aic_lm","aic_nlm","w_prime_min","w_prime_max","suggested.discard","flux","comments","pairID","flag","flux_value"
"66","5_2800_west_3_day_redo_photo","5","2800","west","3","day","redo",20,80,13.2849514388571,20.5145776859504,72.9917371900826,409.580355371901,2.02906226561921,1.41311269101092,0.981933866704555,0.327139295774965,-65.1176122888133,39.5504948265057,15.1289746740548,18.797631336259,FALSE,"ET","This is better","5_west_3_day_ET","manual_flux_time_selection",2.02906226561921
"67","5_2800_west_4_day_redo_photo","5","2800","west","4","day","redo",50,100,12.8863743369435,20.9344132450331,72.9901496688742,411.82578807947,0.936251944650313,0.371387357352539,0.953057452246709,0.244646306772173,-100.249761914009,5.03572191249132,16.7965641223942,18.1678822403318,FALSE,"ET","This is better but needed a cut","5_west_4_day_ET","manual_flux_time_selection",0.936251944650313
"68","5_2800_west_5_day_photo","5","2800","west","5","day","photo",20,80,11.3474721208323,18.7487123966942,73.014667768595,402.776719008264,2.57097982376511,1.75716727971448,0.99585722638514,0.40215247048153,-127.704696541747,63.9110325988795,13.5779921405135,17.9546847292546,FALSE,"ET",NA,"5_west_5_day_ET","okay",2.57097982376511
"69","1_2000_east_1_day_resp","1","2000","east","1","day","resp",20,80,23.2581801780053,32.2358972222222,80.1799416666667,440.204018518519,3.29498567974819,2.49375575629918,0.973060845423666,0.428593174474817,12.272898438488,71.4249022244329,19.9510586684009,25.324910084132,FALSE,"EVAP",NA,"1_east_1_day_EVAP","okay",3.29498567974819
"70","1_2000_east_1_night_redo_resp","1","2000","east","1","night","redo",50,120,15.4200267149921,9.84789791907514,79.9724878612717,451.908052023121,-0.0524450234358052,-0.0154957078170212,0.571234864477161,0.0298208858225237,-329.218256084072,-284.947424989073,15.4475981313327,15.6061081395041,FALSE,"EVAP","Needed to be cut","1_east_1_night_EVAP","manual_flux_time_selection",-0.0524450234358052
"71","1_2000_east_1_night_resp","1","2000","east","1","night","resp",20,80,15.4912025079673,10.045668627451,79.9759196078431,462.907803921569,0.0107906523008449,0.633096759918548,0.0235372306140059,0.0161557123348884,-168.869287105455,-163.873101938921,15.7468181984857,15.8057340608399,TRUE,"EVAP","Redo is better","1_east_1_night_EVAP","discard_this_keep_other_reading",NA
"72","1_2000_east_2_day_redo_resp","1","2000","east","2","day","redo",20,80,15.4909255587205,31.8661487804878,80.185193495935,429.802723577236,1.82328944510905,1.29333040794712,0.955885332663539,0.304888473584136,-28.9053300082538,31.2385734342417,16.4010539672369,19.4378248948348,FALSE,"EVAP","This is better","1_east_2_day_EVAP","manual_flux_time_selection",1.82328944510905
"73","1_2000_east_2_day_resp","1","2000","east","2","day","resp",20,80,23.4289338150919,24.222925,80.1171383333333,408.822616666667,1.41262413784172,2.52613061722737,0.760680484194631,0.345022513471563,54.0539443550317,45.8308808283649,29.1996285001021,31.8964347462231,TRUE,"EVAP","Redo is better","1_east_2_day_EVAP","discard_this_keep_other_reading",NA
"74","1_2000_east_2_night_redo_resp","1","2000","east","2","night","redo",20,80,15.0392897923633,9.54851496,79.9801368,438.318816,-0.120068168385492,-0.0683815190186641,0.937615216522371,0.0272621601537027,-347.428705338474,-253.666099832088,14.9341470128052,15.1357759327347,FALSE,"EVAP",NA,"1_east_2_night_EVAP","okay",-0.120068168385492
"75","1_2000_east_3_day_resp","1","2000","east","3","day","resp",20,80,24.2497432816364,24.9584201550388,80.1269100775194,413.841426356589,2.25208469641512,-1.67999456597855,0.979005615003485,0.244337103412376,-52.5958569936191,5.11370310338777,29.8960278764018,33.4362084630985,FALSE,"EVAP",NA,"1_east_3_day_EVAP","okay",2.25208469641512
"76","1_2000_east_3_night_resp","1","2000","east","3","night","resp",20,80,14.6214868932132,9.50346040322581,79.9781572580645,429.689717741935,-0.0953961112164763,-0.0413873576591923,0.908634639889837,0.0283384156821692,-350.318357657931,-249.09729759699,15.0025496864048,15.1506153589243,FALSE,"EVAP",NA,"1_east_3_night_EVAP","okay",-0.0953961112164763
"77","1_2000_east_4_day_resp","1","2000","east","4","day","resp",20,80,24.3795677608502,25.0948113821138,80.1260504065041,412.663227642276,2.17172892088245,1.02267137821458,0.877098391502532,0.401620335482821,57.5285480548051,63.754789594499,29.8653749683188,33.7694220722384,FALSE,"EVAP",NA,"1_east_4_day_EVAP","okay",2.17172892088245
